rune,head,Serial,familiar,body,background,prop,token_id,numTraits,image,name
Rune of Water,Prophet,6087,Albino Rat,White Tunic,Green,Wizard's Pipe,6087,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6087.png, Udor of Xanadu
,Myrddin,6088,Emerald Slime,Brown Tunic,Blue,Fairy Glamour: the Dazzle Spell,6088,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6088.png,Arcanist Lumos of the Light
Rune of Air,Red Wizard,6089,Swamp Bullfrog,Red Suit,Red,Salamander's Tongue: the Fire Spell,6089,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6089.png,Archmagus Alatar of the Cold
Rune of Brimstone,Kabuki ,6090,Giant Ladybug,Rose Yoga,Green,Red Mushroom,6090,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6090.png,Magus Setsuko of the Valley
Rune of Air,Red Priestess,6091,Ember Frog,Red Hip Pouch,Black,A dumb stick...,6091,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6091.png,Druid Layla of the Heath
Rune of Cinnabar,Myrddin,6092,Sapphire Slime,Yellow Elven Cloak,Green,Guillaume's Broom,6092,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6092.png,Witch Orpheus of the Carnival
,Creol,6093,Psychic Rabbit,Green Elven Cloak,Black,Mandrake Potion,6093,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6093.png,Voodoo Priest Auguste of the Carnival
Rune of Steel,Wildman,6094,Dirt Rabbit,Poncho,Black,The Gnome's Tooth: the Earth Spell,6094,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6094.png,Geomancer Borak of the Desert
Rune of Earth,Strongman,6095,Blue Rat,Blue Elven Cloak,Blue,Mystic Ice Cream,6095,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6095.png,Spellsinger Eric of the Veil
Rune of Neptune,Arcadian Master,6096,Sapphire Slime,Blue Lined Coveralls ,Black,Caduceus,6096,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6096.png,Summoner Crowley of the Valley
Rune of Brass,Koopling,6097,Forever Bat,Celestial Sash,Blue,Jinx Staff,6097,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6097.png,Magus Uur'lok in the Shadows
Rune of Water,Eastern Arcanist,6098,Bliss Cat,Purple Harem Pants,Red,Cannabis Potion,6098,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6098.png,Alchemist Ofaris of the Desert
,Death Eater,6099,Red Mamba,Double Sash,Black,Lunar Staff,6099,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6099.png,Ghost Eater Malcom of the Palms
Rune of Uranus,Fungus,6100,Ember Frog,Poncho,Blue,Grim Reaper's Breath: the Death Spell,6100,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6100.png,Necromancer Alice of the Desert
Rune of Sun,Illuminatus,6101,Bliss Cat,Tundra Wear,Blue,Phoenix Feather,6101,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6101.png,Druid Iluzor out of the Blizzard
,Eastern Arcanist,6102,Onyx Wolf,Two Tone Fringe,Black,The Bone Stave,6102,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6102.png,Shadow Mage Milton of the Wood
Rune of Mercury,Flaming Skull,6103,Jewled Hummingbird,All Seeing Robe,Blue,Eternal Rose,6103,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6103.png,Illusionist  of the Event Horizon
Rune of Saturn,Diviner,6104,Onyx Wolf,Green Scholar,Blue,Prometheus's Torch,6104,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6104.png,Sorcerer Ozohr of the Belfry
,Man Behind the Curtain,6105,Green Asp,Swashbuckling Gear,Green,Kelpie's Fury: the Water Spell,6105,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6105.png,Archmagus Merlon of the Swell
Rune of Venus,Canaanite,6106,Crackerjack Crow,Celestial Sash,Blue,Grim Reaper's Breath: the Death Spell,6106,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6106.png,Necromancer Brown Cow of the Waste
Rune of Brass,Myrddin,6107,Sapphire Slime,Blue Big Buckle,Green,Kelpie's Fury: the Water Spell,6107,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6107.png,Sorcerer David of the Wood
Rune of Jupiter,Kelt,6108,Fox Trickster,Green Coveralls,Red,Mandrake Potion,6108,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6108.png,Battle Mage Angus of the Wood
Rune of Cinnabar,Eastern Arcanist,6109,Bliss Cat,Purple Harem Pants,Blue,Ace in the Hole,6109,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6109.png,Enchanter Silas of the Desert
Rune of Air,Eastern Arcanist,6110,Albino Rat,Orange Scholar,Green,Isaac's Apple,6110,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6110.png,Illusionist Udor of the Atheneum
Rune of Lime,BrainDrain,6111,Bliss Cat,Desert Wear,Black,The Bone Stave,6111,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6111.png,Archmagus Hadrien of the Rock
Rune of Uranus,Kempo,6112,Forever Bat,Purple Cloak,Red,,6112,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6112.png,Wizard Lin of the Hollow
,Death Eater,6113,Merlin's Monkey,Robe of Shadow,Black,Caduceus,6113,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6113.png,Adept Vossler from the Shadow
,Hermit,6114,Red Mamba,Cosmic Cardigan,Black,Siren's Bell,6114,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6114.png,Spellsinger Lumos of the Gnostics
Rune of Fire,Ascetic,6115,Golden Toad,Orange Harem Pants,Blue,Prometheus's Torch,6115,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6115.png,Archmagus Adium of the Desert
Rune of Up Only,Coven Sister,6116,Sun Cat,Green Mantle Robe,Blue,Garnet Staff,6116,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6116.png,Artificer Bathsheba of the Psychic Leap
Rune of Mercury,Cloud Prophet,6117,Mesozoic Cockatrice,Overcoat,Blue,Aphrodite's Heart: the Love Spell,6117,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6117.png,Conjurer Jerret of the Wood
Rune of Earth,Stranger,6118,Blue Rat,Aristocrat Blue,Green,Egg of Unknown Beast,6118,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6118.png,Sorcerer Alizam of the Villa
Rune of Cinnabar,Durm and Strang,6119,Forever Bat,Purple Mantle Robe,Blue,Egg of Unknown Beast,6119,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6119.png,Summoner Wolfram of the Psychic Leap
Rune of Air,Hermit,6120,Sun Cat,Yellow Cleric,Green,Stellar Staff,6120,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6120.png,Archmagus Alatar of the Tower
Rune of Omega,Blue Wizard,6121,Astral Snail,Robe of Shadow,Black,The Midas Rod,6121,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6121.png,Archmagus Lumos of the Pit
Rune of Up Only,Big Gross Eyeball,6122,Merlin's Monkey,Celestial Sash,Black,Sphinx's Hourglass,6122,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6122.png,Void Disciple Orbus of the Pit
,Medicine Man,6123,,Green Hip Scarf,Black,The Midas Rod,6123,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6123.png,Battle Mage Magnus of the Tower
Rune of Down,Weird Wizz,6124,Golden Toad,Purple Mantle Robe,Black,Prometheus's Torch,6124,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6124.png,Pyromancer Lumos of the Light
Rune of Uranus,Empress,6125,Forever Bat,Purple Yoga,Black,Jinx Staff,6125,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6125.png,Enchanter Willow of the Canyon
,Olympian,6126,,Green Mantle Robe,Black,Emerald Staff,6126,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6126.png,Shaman Baird of the Ether
,Animist,6127,Red Mamba,Blue Coveralls,Blue,Prometheus's Torch,6127,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6127.png,Battlemage Malthus of the River
,Hermit,6128,Onyx Wolf,Red Cleric,Black,Emerald Staff,6128,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6128.png,Sorcerer Orpheus of the Bibliotheca
Rune of Uranus,Astral Arcanist,6129,Astral Snail,Banded Overall,Green,Gorgon's Eye,6129,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6129.png, Zubin 
Rune of Pluto,Rogue Arcanist,6130,Psychic Rabbit,Green Elven Cloak,Blue,Green Mushroom,6130,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6130.png,Magus Azazel of the Toadstools
Rune of Venus,Warlock,6131,Green Asp,Skipper,Black,Dragon Fireworks,6131,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6131.png,Archmagus Crowley of Atlantis
Rune of Fire,Corvid,6132,Fox Trickster,Vest Green,Green,A Big Magic Stick,6132,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6132.png,Shaman Crackerjack of the Marsh
Rune of Pluto,Canaanite,6133,Great Owl,Gold Skeleton,Blue,Fairy Glamour: the Dazzle Spell,6133,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6133.png,Conjurer Moloch of Death
Rune of Pluto,Medicine Man,6134,Bliss Cat,Tundra Wear,Green,Sphinx's Hourglass,6134,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6134.png,Chronomancer Gunthor of the Crag
Rune of Sigma,Bard,6135,Aura Wolf,Aristocrat Blue,Red,Stellar Staff,6135,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6135.png,Adept Damien of the Capital
Rune of Venus,Wicked Wizard,6136,Swamp Bullfrog,Tundra Wear,Red,A Big Magic Stick,6136,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6136.png,Druid Ofaris out of the Blizzard
Rune of Infinity,Bard,6137,Red Mamba,Orange Scholar,Black,The Orb Staff,6137,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6137.png,Adept Eronin of the Mount
Rune of Water,Dream Master,6138,Giant Ladybug,Orange Caped Traveller,Blue,Kelpie's Fury: the Water Spell,6138,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6138.png,Hydromancer Reza of the Grotto
Rune of Mars,Kempo,6139,Jewled Hummingbird,Blue Big Buckle,Green,Crystal Ball,6139,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6139.png,Clairvoyant Ming of the Reach
,WereBeast,6140,,Green Big Buckle,Blue,Joy Staff,6140,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6140.png,Arch-Magician Caligula of the Riviera
,Imp,6141,,Aristocrat Green,Black,Prometheus's Torch,6141,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6141.png,Sage Nixie of the Tower
Rune of Sun,Enchantress,6142,Swamp Bullfrog,Jester Diamonds,Red,Nightshade Potion,6142,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6142.png,Enchanter Larissa of the Bastion
Rune of Uranus,Polar Shapeshifter,6143,Bliss Cat,White Coveralls,Green,Phoenix Feather,6143,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6143.png,Druid Sturgis of the Plains
Rune of Cinnabar,Vamp,6144,Fox Trickster,Green Hip Pouch,Blue,Red Mushroom,6144,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6144.png,Magus Rowena of the Valley
Rune of Water,Mandinka,6145,Dirt Rabbit,Formal Suit,Blue,A dumb stick...,6145,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6145.png,Hedge Wizard Robert of the Villa
,Cosmic Arcanist,6146,Red Mamba,Cosmic Cardigan,Green,Phoenix Feather,6146,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6146.png,Druid Eden of the Light
Rune of Down,Crone,6147,Crackerjack Crow,Overcoat,Red,Golden Soul Reaper,6147,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6147.png,Necromancer Rowena of the Grotto
Rune of Cinnabar,Imp,6148,Psychic Rabbit,Green Scholar,Green,Siren's Harp,6148,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6148.png,Spellsinger Rumpleskin of Avalon
Rune of Saturn,Red Priestess,6149,Green Asp,Green Caped Traveller,Black,Astral Potion,6149,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6149.png,Charmer Victoria of the Wood
Rune of Water,Kelt,6150,Green Asp,Green Caped Traveller,Green,The Orb Staff,6150,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6150.png,Sage Gunthor of the Hall
,Brown Wizard,6151,Onyx Wolf,Jester Diamonds,Blue,Vile of Virgin's Blood,6151,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6151.png,Diabolist Alessar of the Bastion
,Prophet,6152,,Shoulder Cape Red,Black,The Orb Staff,6152,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6152.png,Adept Cairon of the Sacred Pillars
Rune of Sun,Charmer,6153,Red Mamba,Cosmic Cardigan,Green,Ruby Staff,6153,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6153.png,Archmagus Pandora of the Veil
Rune of Steel,Swamp Witch,6154,Albino Rat,Blue Lined Coveralls ,Red,Shaman's Peyote,6154,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6154.png,Witch Tabitha of the Marsh
Rune of Mars,Skylord,6155,Bliss Cat,Green Mantle Robe,Green,Hobgoblin's Flame: the Wayward Spell,6155,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6155.png,Archmagus Pumlo of Xanadu
Rune of Sun,Thelemist,6156,Lucky Black Cat,Desert Wear,Blue,Salamander's Tongue: the Fire Spell,6156,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6156.png,Chaos Mage Davos of the Desert
,Floral Master,6157,Swamp Bullfrog,Green Coveralls,Black,Garnet Staff,6157,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6157.png,Enchanter Willow of the Valley
,Hermit,6158,,Tech Coat,Black,Nightshade Potion,6158,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6158.png,Sorcerer Merlon of the Gnostics
Rune of Uranus,Scholar,6159,Crackerjack Crow,Yellow Cleric,Red,Goblet of Immortality,6159,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6159.png,Sorcerer Lumos of the Mount
,Brown Wizard,6160,Emerald Slime,Green Hip Scarf,Blue,Egg of Unknown Beast,6160,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6160.png,Arch-Magician Udor of the Sacred Pillars
Rune of Pluto,Charmer,6161,Giant Ladybug,Rose Yoga,Green,Prometheus's Torch,6161,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6161.png,Charmer Daria of the Wood
Rune of Omega,Wild Woman,6162,Ember Frog,Ice Robe,Green,Isaac's Apple,6162,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6162.png,Witch Lilith of the Quantum Downs
Rune of Brimstone,Botanic Master,6163,Plague Rat,Spandex  Green,Red,Mug of Ale,6163,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6163.png,Augurer Arabella of the Heath
Rune of Mercury,Dark Arcanist,6164,Lucky Black Cat,Green Elven Cloak,Green,Crystal Ball,6164,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6164.png,Sorcerer Kamil of the Carnival
,Dream Master,6165,,Green Mantle Robe,Black,Vile of Virgin's Blood,6165,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6165.png,Diabolist Alizam of the Astral Plane
Rune of Venus,"Master of Wood, Water, and Hill",6166,Emerald Slime,Jester Diamonds,Black,A dumb stick...,6166,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6166.png,Hedge Wizard Talon of the Hall
Rune of Air,Hunter,6167,Lucky Black Cat,Swashbuckling Gear,Black,Kelpie's Fury: the Water Spell,6167,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6167.png,Hydromancer Devin of the Salt
,Rogue Arcanist,6168,,Blue Elven Cloak,Black,The Orb Staff,6168,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6168.png,Mystic Azazel of the Woodlands
Rune of Omega,Medicine Man,6169,Forever Bat,Jester Diamonds,Black,Emerald Staff,6169,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6169.png,Battle Mage Cromwell of the Hall
Rune of Mars,Flaming Skull,6170,Forever Bat,Ice Robe,Red,Caduceus,6170,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6170.png,Adept Fire Eater of the Gnostics
,Djinn,6171,Plague Rat,Wicker Wear,Black,Emerald Staff,6171,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6171.png,Archmagus Nazim of the Hills
,Eastern Arcanist,6172,Blue Rat,Blue Elven Cloak,Green,Phoenix Feather,6172,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6172.png,Enchanter Remus of the Fey
Rune of Down,Anuran,6173,Golden Toad,Aristocrat Purple,Blue,Joy Staff,6173,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6173.png,Druid Izible of the Villa
,Swashbuckler,6174,,Orange Hip Scarf ,Blue,Dragon Fireworks,6174,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6174.png,Archmagus Atlas of the Mount
Rune of Earth,Charmer,6175,Giant Ladybug,Purple Mantle Robe,Black,Vile of Virgin's Blood,6175,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6175.png,Enchanter Devon of the Event Horizon
Rune of Jupiter,Huntress,6176,Swamp Bullfrog,Jester Diamonds,Green,Hobgoblin's Flame: the Wayward Spell,6176,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6176.png,Enchanter Arabella of the Court
,Sandman,6177,Albino Rat,White Tunic,Blue,Lucky Horseshoe,6177,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6177.png,Hedge Wizard Allistair of the Platonic Shadow
,Astrologer,6178,Swamp Bullfrog,Yellow Cleric,Blue,Thor's Wrath: the Lightning Spell,6178,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6178.png,Archmagus Apollo of the Mist
Rune of Brass,Seer,6179,Sapphire Slime,Blue Lined Coveralls ,Black,Joy Staff,6179,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6179.png,Sorcerer Crowley of the Grotto
Rune of Water,Empress,6180,Plague Rat,Red Hip Pouch,Black,Mandrake Potion,6180,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6180.png,Charmer Lamia of the Hills
Rune of Mercury,Floral Master,6181,Pink Butterfly,Green Cloak,Red,Solar Staff,6181,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6181.png,Enchanter Lamia of the Hollow
,Punjabi,6182,Sun Cat,Green Caped Traveller,Black,Mug of Ale,6182,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6182.png,Augurer Qasim of the Wood
,Dapper Arcanist,6183,Albino Rat,Brown Tunic,Green,Prometheus's Torch,6183,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6183.png,Pyromancer Damien of the Astral Plane
Rune of Cinnabar,Hunter,6184,Swamp Bullfrog,Overcoat,Red,Dryad's Ear: the Plant Spell,6184,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6184.png,Hedge Wizard Herne of the Steppe
Rune of Uranus,Charmer,6185,Green Asp,Purple Mantle Robe,Black,Hobgoblin's Flame: the Wayward Spell,6185,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6185.png,Cryptomancer Carly of the Light
Rune of Saturn,Houngan,6186,Bliss Cat,Jester Diamonds,Blue,Solar Staff,6186,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6186.png,Sage Vadim of the Keep
,MachoMan,6187,Onyx Wolf,Grey Tunic,Blue,Fairy Glamour: the Dazzle Spell,6187,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6187.png,Evoker Samuel of the Psychic Leap
Rune of Up Only,Eastern Arcanist,6188,Golden Viper,Dapper Formal,Red,Zephyr's Laugh: the Wind Spell,6188,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6188.png,Archmagus Aleister of the Hall
Rune of Water,Floral Master,6189,Forever Bat,Spandex  Dark,Red,Staff,6189,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6189.png,Druid Leah of the Steppe
Rune of Down,Fungus,6190,Great Owl,Blue Lined Coveralls ,Blue,Dryad's Ear: the Plant Spell,6190,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6190.png,Hedge Wizard Fungi of the Reach
,Swashbuckler,6191,,Green Caped Traveller,Black,Candle of Intuition,6191,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6191.png,Arcanist Magnus 
,Mandinka,6192,Swamp Bullfrog,Shoulder Cape Red,Green,Ether Staff,6192,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/6192.png,Scryer Atlas of the Tower
